ND,SD,NE,KS,OK,MN,IA,MO,AR,LA,MS,WI,IL,MI,IN,OH,KY,TN,AL,FL,GA,SC,NC,WV,MD,DE,PA,NJ,NY,NH,CT,RI,MA,VT,ME
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.5982999999999998,2.2485000000000004,1.3687777777777776,1.7353,1.9664444444444444,2.15305,1.6363421052631582,1.7915952380952382,2.2722999999999995,2.614,2.744,2.2821923076923074,1.9548333333333332,2.450893617021278,2.4142499999999996,2.096033333333333,2.1515,2.4895555555555555,2.483277777777777,2.9700384615384623,2.931277777777778,3.331468750000001,3.1445000000000003,2.3554423076923077,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
1.6207,2.155,1.3917000000000002,1.7721176470588238,1.915625,2.1341176470588237,1.6156944444444443,1.7275757575757575,2.2638125,2.547444444444444,2.6756,2.2782727272727277,1.894538461538461,2.4536153846153845,2.3343783783783794,2.03196,2.088410526315789,2.27975,2.5435714285714286,2.959125,3.076076923076923,3.150321428571429,3.04003125,2.2745952380952383,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
