ND,SD,NE,KS,OK,MN,IA,MO,AR,LA,MS,WI,IL,MI,IN,OH,KY,TN,AL,FL,GA,SC,NC,WV,MD,DE,PA,NJ,NY,NH,CT,RI,MA,VT,ME
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
1.8969999999999996,2.2883333333333336,1.4083846153846153,1.7378125,1.7675,2.136363636363636,1.7200857142857147,1.8126562500000005,2.0233571428571433,2.3917,2.9226666666666663,2.375483870967742,1.7009166666666666,2.3383142857142856,2.3024999999999998,1.9037916666666663,2.004168224299065,2.3657999999999997,2.1270714285714285,3.0550000000000006,2.623000000000001,3.2713636363636356,3.00052380952381,2.309095890410958,3.25,3.25,3.25,3.25,3.25,4.342,3.25,3.25,3.25,3.25,3.25
