,"Southern Company Services, Inc. - Trans",ISO New England,"Midcontinent Independent System Operator, Inc.","PJM Interconnection, LLC","Alcoa Power Generating, Inc. - Yadkin Division","Associated Electric Cooperative, Inc.",City of Homestead,City of Tallahassee,Duke Energy Carolinas,"Duke Energy Florida, Inc.",Duke Energy Progress East,Duke Energy Progress West,"Electric Energy, Inc.",Florida Municipal Power Pool,Florida Power & Light Co.,Gainesville Regional Utilities,"Gridforce Energy Management, LLC",JEA,Louisville Gas and Electric Company and Kentucky Utilities Company,Utilities Commission of New Smyrna Beach,New York Independent System Operator,NorthWestern Corporation,Ohio Valley Electric Corporation,PowerSouth Energy Cooperative,Public Service Company of New Mexico,Seminole Electric Cooperative,"Dominion Energy South Carolina, Inc.",South Carolina Public Service Authority,Southeastern Power Administration,Southwest Power Pool,Southwestern Power Administration,Tampa Electric Company,Tennessee Valley Authority,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration - Upper Great Plains West,New Brunswick System Operator,"Electric Reliability Council of Texas, Inc."
0,2.07,2.9643007599567275,2.1345978432875534,1.4358593232039598,1.9439818727115459,2.0811164760846825,2.074211112992806,2.0550312102801325,1.9545240516871782,2.056964996475905,1.9754954170176595,1.9550225229767415,2.032385733350296,2.062037317094314,2.0642783779876375,2.0537390939465503,2.0927072987038313,2.0534414301997557,1.9597060611508064,2.0568746504462885,2.2797463530452435,2.1173097866381108,1.8027034867599687,2.0596065524254827,2.0974541559508046,2.0565690805643437,2.012063700822971,2.0033960883109256,2.0571584014106072,2.0952251916363074,2.05319983992532,2.0617166759806436,2.0243965990327277,2.1038283083772162,2.1158405325405294,2.5694288591670813,2.082387371452972
1,2.05,2.9064957573641133,2.1141156139850263,1.405837114378575,1.9143305076932755,2.055662791113928,2.045647769477347,2.030497796703945,1.9257068629934966,2.0302630113229956,1.9452913251431092,1.9267815315142398,2.0056165581486884,2.03435623880551,2.036471670275297,2.027281284448772,2.064740347932857,2.0285213959111923,1.931500776693957,2.0294506413214743,2.2398249007179527,2.0878014095831863,1.77273392708154,2.03698749552254,2.069091515146254,2.029927911240722,1.9843587760780728,1.9750190992291938,2.0338513452827685,2.0685733712074117,2.026831021506046,2.0344368223858877,1.998248785210647,2.075521473841705,2.0865229034011827,2.5228723358694554,2.0547244563851232
2,2.06,2.9353982586604213,2.12435672863629,1.4208482187912677,1.929156190202411,2.0683896335993053,2.059929441235077,2.042764503492039,1.9401154573403376,2.043614003899451,1.9603933710803845,1.940902027245491,2.0190011457494927,2.0481967779499124,2.0503750241314678,2.0405101891976614,2.0787238233183447,2.0409814130554738,1.945603418922382,2.0431626458838816,2.259785626881599,2.1025555981106487,1.787718706920755,2.0482970239740115,2.08327283554853,2.043248495902533,1.9982112384505222,1.98920759377006,2.045504873346688,2.08189928142186,2.040015430715683,2.0480767491832657,2.011322692121688,2.089674891109461,2.1011817179708565,2.546150597518269,2.068555913919048
3,2.0733333333333333,2.973934927055497,2.138011548171308,1.440863024674857,1.9489237668812573,2.0853587569131418,2.0789716702453824,2.059120112542831,1.9593269164694584,2.0614153273347235,1.9805294323300842,1.9597293548871586,2.0368472625505643,2.066650830142448,2.0689128292730277,2.0581487288628466,2.0973684571656603,2.0575947692478493,1.9644069418936145,2.0614453186337576,2.2863999284331253,2.1222278494805984,1.80769841337304,2.06337639524264,2.102181262751563,2.061009275451614,2.0166811882804545,2.008125586491214,2.0610429107652473,2.09966716170779,2.0575946429951992,2.066263318246436,2.028754568003075,2.108546114133135,2.120726804063754,2.5771882797166863,2.086997857297614
4,2.086666666666667,3.012471595450574,2.151666367706327,1.460877830558447,1.9686913435601043,2.1023278802269787,2.0980138992556885,2.075475721593623,1.9785383755985801,2.079216650769997,2.0006654935797843,1.978556682528827,2.0546933793516367,2.085104882334985,2.087450634414588,2.0757872685280327,2.1160130910129764,2.074208125440226,1.9832104648648479,2.079727991383634,2.3130142299846534,2.1419001008505485,1.827678119825326,2.0784557665112686,2.1210896899545975,2.078770055000696,2.035151138110387,2.0270435792123687,2.076580948183807,2.1174350419937213,2.075173855274716,2.0844498873096073,2.046186443884462,2.127417337156809,2.140271890156652,2.6082259619151045,2.1054398006761805
5,2.1,3.0510082638456497,2.1653211872413447,1.4808926364420367,1.9884589202389509,2.1192970035408143,2.1170561282659945,2.0918313306444145,1.9977498347277014,2.0970179742052704,2.020801554829484,1.9973840101704945,2.072539496152708,2.1035589345275207,2.1059884395561475,2.093425808193218,2.1346577248602925,2.0908214816326014,2.0020139878360808,2.0980106641335095,2.3396285315361802,2.1615723522204977,1.8476578262776115,2.0935351377798965,2.1399981171576306,2.096530834549777,2.0536210879403196,2.045961571933523,2.092118985602366,2.135202922279652,2.0927530675542316,2.1026364563727773,2.0636183197658493,2.146288560180483,2.15981697624955,2.6392636441135218,2.123881744054746
6,2.17,3.2533257729197995,2.2370089898001897,1.5859703673308827,2.092238697802895,2.208384900938454,2.2170278305701,2.1776982781610714,2.098609995155588,2.1904749222404543,2.1265158763904077,2.09622748028925,2.1662316093583356,2.200442708538336,2.2033119165493367,2.1860281414354423,2.2325420525587005,2.1780416016425734,2.1007324834350527,2.1939946960703587,2.4793536146816977,2.2648516719127336,1.952551285152111,2.172701836940195,2.2392673599735575,2.1897749271824534,2.1505883245474644,2.1452810337195833,2.1736936820498025,2.228484293780787,2.1850439320216903,2.1981159439544222,2.1551356681431315,2.245362481054771,2.2624286782372622,2.802211475655213,2.2207019467922176
7,2.09,3.0221057625493417,2.155080072590081,1.465881532029344,1.9736332377298154,2.1065701610554366,2.1027744565082642,2.0795646238563203,1.98334124038086,2.0836669816288147,2.0056995088922087,1.9832635144392432,2.0591549085519034,2.0897183953831187,2.0920850856999773,2.080196903444328,2.1206742494748045,2.078361464488319,1.9879113456076554,2.084298659571102,2.319667805372534,2.1468181636930352,1.832673046438397,2.0822256093284253,2.1258167967553554,2.0832102498879657,2.03976862556787,2.031773077392657,2.0804654575384465,2.1218770120652035,2.079568658344594,2.088996529575399,2.0505444128548085,2.132135142912727,2.145158161679876,2.6159853824647077,2.110050286520821
8,2.05,2.9064957573641133,2.1141156139850263,1.405837114378575,1.9143305076932755,2.055662791113928,2.045647769477347,2.030497796703945,1.9257068629934966,2.0302630113229956,1.9452913251431092,1.9267815315142398,2.0056165581486884,2.03435623880551,2.036471670275297,2.027281284448772,2.064740347932857,2.0285213959111923,1.931500776693957,2.0294506413214743,2.2398249007179527,2.0878014095831863,1.77273392708154,2.03698749552254,2.069091515146254,2.029927911240722,1.9843587760780728,1.9750190992291938,2.0338513452827685,2.0685733712074117,2.026831021506046,2.0344368223858877,1.998248785210647,2.075521473841705,2.0865229034011827,2.5228723358694554,2.0547244563851232
9,2.05,2.9064957573641133,2.1141156139850263,1.405837114378575,1.9143305076932755,2.055662791113928,2.045647769477347,2.030497796703945,1.9257068629934966,2.0302630113229956,1.9452913251431092,1.9267815315142398,2.0056165581486884,2.03435623880551,2.036471670275297,2.027281284448772,2.064740347932857,2.0285213959111923,1.931500776693957,2.0294506413214743,2.2398249007179527,2.0878014095831863,1.77273392708154,2.03698749552254,2.069091515146254,2.029927911240722,1.9843587760780728,1.9750190992291938,2.0338513452827685,2.0685733712074117,2.026831021506046,2.0344368223858877,1.998248785210647,2.075521473841705,2.0865229034011827,2.5228723358694554,2.0547244563851232
