,"Southern Company Services, Inc. - Trans",ISO New England,"Midcontinent Independent System Operator, Inc.","PJM Interconnection, LLC","Alcoa Power Generating, Inc. - Yadkin Division","Associated Electric Cooperative, Inc.",City of Homestead,City of Tallahassee,Duke Energy Carolinas,"Duke Energy Florida, Inc.",Duke Energy Progress East,Duke Energy Progress West,"Electric Energy, Inc.",Florida Municipal Power Pool,Florida Power & Light Co.,Gainesville Regional Utilities,"Gridforce Energy Management, LLC",JEA,Louisville Gas and Electric Company and Kentucky Utilities Company,Utilities Commission of New Smyrna Beach,New York Independent System Operator,NorthWestern Corporation,Ohio Valley Electric Corporation,PowerSouth Energy Cooperative,Public Service Company of New Mexico,Seminole Electric Cooperative,"Dominion Energy South Carolina, Inc.",South Carolina Public Service Authority,Southeastern Power Administration,Southwest Power Pool,Southwestern Power Administration,Tampa Electric Company,Tennessee Valley Authority,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration - Upper Great Plains West,New Brunswick System Operator,"Electric Reliability Council of Texas, Inc."
0,3.793333333333333,7.945165150020331,3.8994832681886487,4.022772983657932,4.498941158452471,4.274375664398013,4.535419212574846,4.168993680094973,4.437605144126099,4.357786050484966,4.5780813335413635,4.388454620662304,4.338996329888838,4.447223562979618,4.460289692534255,4.333520345671787,4.5025262234694114,4.2007177180643085,4.390061405182654,4.419910103367763,5.719644828580136,4.659948276204109,4.385080545717889,4.008615288895692,4.541368371942908,4.352149837283106,4.399304716341734,4.448546647520131,4.065449737759405,4.391723718592836,4.325313027052772,4.41233072739543,4.277466556702018,4.542933884187085,4.642042910047557,6.581049283312534,4.46600855313263
1,3.7666666666666666,7.868091813230177,3.872173629118613,3.982743371890753,4.459406005094778,4.240437417770341,4.497334754554234,4.136282461993389,4.3991822258678575,4.322183403614421,4.537809211041964,4.350799965378969,4.303304096286695,4.410315458594546,4.423214082251135,4.298243266341417,4.46523695577478,4.167491005679557,4.3524543592401885,4.383344757868011,5.6664162254770805,4.62060377346421,4.345121132813318,3.978456546358436,4.50355151753684,4.316628278184943,4.36236481668187,4.410710662077823,4.034373662922286,4.356187958020975,4.2901546024937405,4.375957589269089,4.242602804939245,4.505191438139737,4.602952737861762,6.518973918915698,4.429124666375499
2,3.74,7.791018476440027,3.844863990048576,3.942713760123573,4.419870851737085,4.206499171142669,4.4592502965336225,4.103571243891805,4.360759307609615,4.2865807567438745,4.497537088542564,4.313145310095633,4.267611862684551,4.373407354209474,4.386138471968016,4.262966187011045,4.427947688080148,4.134264293294806,4.314847313297723,4.34677941236826,5.613187622374029,4.581259270724311,4.305161719908747,3.948297803821179,4.465734663130773,4.281106719086781,4.325424917022005,4.372874676635514,4.003297588085168,4.320652197449114,4.254996177934708,4.339584451142748,4.20773905317647,4.46744899209239,4.563862565675967,6.456898554518864,4.3922407796183665
3,3.73,7.762115975143719,3.834622875397312,3.9277026557108807,4.40504516922795,4.193772328657291,4.444968624775893,4.091304537103712,4.3463507132627734,4.273229764167419,4.482435042605289,4.299024814364382,4.254227275083747,4.3595668150650715,4.3722351181118455,4.249737282262156,4.413964212694661,4.121804276150524,4.300744671069298,4.333067407805852,5.593226896210381,4.566505082196848,4.290176940069532,3.936988275369708,4.451553342728497,4.267786134424969,4.311572454649555,4.358686182094647,3.991644060021248,4.307326287234666,4.2418117687250705,4.32594452434537,4.19466514626543,4.453295574824633,4.549203751106293,6.43362029287005,4.378409322084441
4,3.78,7.906628481625254,3.8858284486536303,4.002758177774341,4.479173581773624,4.257406541084176,4.516376983564539,4.15263807104418,4.418393684996978,4.339984727049694,4.557945272291662,4.369627293020637,4.3211502130877655,4.428769510787082,4.441751887392694,4.315881806006602,4.483881589622095,4.184104361871933,4.37125788221142,4.401627430617887,5.693030527028609,4.64027602483416,4.365100839265603,3.9935359176270637,4.5224599447398734,4.3343890577340245,4.380834766511802,4.429628654798977,4.049911700340846,4.373955838306905,4.307733814773256,4.394144158332259,4.260034680820631,4.52406266116341,4.622497823954658,6.550011601114116,4.447566609754064
5,3.94,8.369068502366169,4.049686283073848,4.242935848377419,4.7163845019197845,4.461036020850211,4.74488373168821,4.348905379653683,4.648931194546433,4.553600608272973,4.799578007288061,4.59555522472065,4.535303614700629,4.650218137097516,4.664205549091414,4.527544281988829,4.7076171957898865,4.383464636180441,4.596900157866216,4.621019503616399,6.012402145646934,4.876343041273556,4.604857316693032,4.174488372850604,4.749361071176278,4.547518412323,4.602474164470991,4.65664456745283,4.2363681493635585,4.587170401738073,4.518684362127448,4.612382987090306,4.469217191397277,4.7505173374475,4.8570388570694325,6.922463787495125,4.668869930296857
6,3.83,8.051140988106791,3.9370340219099487,4.077813699837803,4.5533019943193,4.321040753511062,4.587785342353187,4.21397160498465,4.490436656731183,4.406739689931968,4.6334555019780375,4.440229771676891,4.3880731510917865,4.497972206509092,4.511268656673545,4.3820263297510476,4.553798966549531,4.246404447593342,4.441771093353544,4.470187453429922,5.792834157846836,4.714046967471472,4.440024738461675,4.0500835598844205,4.59336654675125,4.400991981043079,4.450097078374048,4.5005711275033065,4.108179340660443,4.440585389379145,4.373655860821441,4.462343792319149,4.325404215375833,4.594829747502188,4.695791896803026,6.666402909358181,4.516723897423687
7,3.94,8.369068502366169,4.049686283073848,4.242935848377419,4.7163845019197845,4.461036020850211,4.74488373168821,4.348905379653683,4.648931194546433,4.553600608272973,4.799578007288061,4.59555522472065,4.535303614700629,4.650218137097516,4.664205549091414,4.527544281988829,4.7076171957898865,4.383464636180441,4.596900157866216,4.621019503616399,6.012402145646934,4.876343041273556,4.604857316693032,4.174488372850604,4.749361071176278,4.547518412323,4.602474164470991,4.65664456745283,4.2363681493635585,4.587170401738073,4.518684362127448,4.612382987090306,4.469217191397277,4.7505173374475,4.8570388570694325,6.922463787495125,4.668869930296857
8,4.05,8.686996016625546,4.162338544237747,4.408057996917034,4.879467009520268,4.601031288189359,4.901982121023234,4.483839154322714,4.807425732361683,4.700461526613976,4.965700512598084,4.750880677764409,4.682534078309471,4.80246406768594,4.817142441509283,4.6730622342266095,4.861435425030242,4.52052482476754,4.752029222378886,4.771851553802876,6.231970133447033,5.0386391150756396,4.769689894924388,4.298893185816787,4.905355595601305,4.694044843602921,4.754851250567933,4.812718007402353,4.3645569580666725,4.733755414097,4.663712863433457,4.762422181861462,4.613030167418721,4.90620492739281,5.018285817335837,7.178524665632066,4.821015963170026
9,4.16,9.004923530884927,4.274990805401647,4.57318014545665,5.0425495171207535,4.741026555528509,5.059080510358259,4.618772928991747,4.965920270176934,4.8473224449549805,5.131823017908109,4.906206130808169,4.8297645419183155,4.954709998274364,4.970079333927153,4.818580186464391,5.015253654270599,4.657585013354639,4.907158286891558,4.922683603989354,6.451538121247134,5.200935188877726,4.934522473155746,4.423297998782971,5.061350120026333,4.8405712748828424,4.9072283366648755,4.968791447351878,4.492745766769787,4.880340426455927,4.808741364739464,4.912461376632619,4.756843143440166,5.06189251733812,5.179532777602244,7.434585543769013,4.9731619960431965
