,"Southern Company Services, Inc. - Trans",ISO New England,"Midcontinent Independent System Operator, Inc.","PJM Interconnection, LLC","Alcoa Power Generating, Inc. - Yadkin Division","Associated Electric Cooperative, Inc.",City of Homestead,City of Tallahassee,Duke Energy Carolinas,"Duke Energy Florida, Inc.",Duke Energy Progress East,Duke Energy Progress West,"Electric Energy, Inc.",Florida Municipal Power Pool,Florida Power & Light Co.,Gainesville Regional Utilities,"Gridforce Energy Management, LLC",JEA,Louisville Gas and Electric Company and Kentucky Utilities Company,Utilities Commission of New Smyrna Beach,New York Independent System Operator,NorthWestern Corporation,Ohio Valley Electric Corporation,PowerSouth Energy Cooperative,Public Service Company of New Mexico,Seminole Electric Cooperative,"Dominion Energy South Carolina, Inc.",South Carolina Public Service Authority,Southeastern Power Administration,Southwest Power Pool,Southwestern Power Administration,Tampa Electric Company,Tennessee Valley Authority,Western Area Power Administration - Rocky Mountain Region,Western Area Power Administration - Upper Great Plains West,New Brunswick System Operator,"Electric Reliability Council of Texas, Inc."
0,2.28,3.571253287179178,2.3496612509640893,1.7510925158704975,2.25532120540338,2.348380168277603,2.374126219905124,2.3126320528301036,2.2571045329708377,2.337335840581458,2.2926383817004314,2.2515529333330093,2.3134620729671784,2.352688639126759,2.356248808967206,2.3315460936732233,2.3863602817990563,2.315101790229672,2.255861547947724,2.3448267462568353,2.698921602481797,2.4271477457148185,2.117383863383467,2.2971066499063784,2.395261884398585,2.3363013584623746,2.3029654106444064,2.301354473669107,2.3018824907529174,2.3750693061397143,2.330072433327698,2.348155138725579,2.2989486441645752,2.401050071000082,2.423675638503668,3.0582723537921557,2.3728479796653867
1,2.3166666666666664,3.6772291252656375,2.3872120046853893,1.8061332320503696,2.309682041270208,2.3950452573906524,2.426492349683465,2.3576099777197808,2.3099360455759212,2.3862894800284593,2.348012550137106,2.3033280843475956,2.362538894170126,2.403437282656234,2.4072277731064955,2.3800520777524836,2.437633024879175,2.360788519758705,2.3075712361186143,2.3951040963189945,2.7721109317484967,2.4812464369821803,2.1723280561272533,2.3385749208951063,2.4472600592069274,2.385143502222348,2.3537577726767207,2.353378953652282,2.3446120936539554,2.4239309769260236,2.3784152670963676,2.3981682036492975,2.3468863028383904,2.452945934315186,2.477424625259137,3.143625979837804,2.4235633239564436
2,2.353333333333333,3.783204963352098,2.4247627584066893,1.8611739482302416,2.3640428771370363,2.4417103465037027,2.4788584794618065,2.4025879026094588,2.362767558181005,2.435243119475461,2.403386718573781,2.355103235362183,2.411615715373074,2.4541859261857084,2.4582067372457854,2.428558061831744,2.4889057679592943,2.4064752492877384,2.359280924289505,2.4453814463811536,2.845300261015197,2.535345128249542,2.227272248871039,2.3800431918838343,2.4992582340152705,2.4339856459823217,2.4045501347090346,2.4054034336354566,2.387341696554994,2.472792647712333,2.4267581008650367,2.448181268573016,2.394823961512205,2.5048417976302897,2.531173612014606,3.2289796058834526,2.4742786682475004
3,2.39,3.889180801438558,2.4623135121279893,1.9162146644101137,2.418403713003865,2.4883754356167525,2.531224609240148,2.4475658274991363,2.415599070786089,2.4841967589224625,2.4587608870104556,2.406878386376769,2.4606925365760217,2.504934569715183,2.5091857013850754,2.4770640459110047,2.5401785110394135,2.4521619788167714,2.4109906124603957,2.495658796443313,2.9184895902818973,2.5894438195169043,2.2822164416148247,2.4215114628725622,2.551256408823613,2.482827789742296,2.4553424967413493,2.4574279136186314,2.4300712994560323,2.521654318498642,2.4751009346337063,2.498194333496736,2.4427616201860203,2.556737660945393,2.5849225987700746,3.3143332319291003,2.5249940125385573
4,2.33,3.715765793660714,2.400866824220408,1.8261480379339596,2.329449617949055,2.4120143807044894,2.4455345786937714,2.373965586770573,2.329147504705043,2.404090803463733,2.368148611386806,2.3221554119892636,2.3803850109711986,2.42189133484877,2.425765578248056,2.3976906174176698,2.456277658726491,2.3774018759510813,2.326374759089848,2.413386769068871,2.798725233300024,2.5009186883521304,2.192307762579539,2.3536542921637347,2.466168486409962,2.4029042817714297,2.3722277225066533,2.372296946373436,2.3601501310725155,2.4416988572119545,2.395994479375884,2.4163547727124683,2.3643181787197776,2.4718171573388603,2.4969697113520346,3.174663662036221,2.44200526733501
5,2.37,3.831375798845944,2.441831282825462,1.886192455584729,2.388752347985595,2.4629217506459975,2.502661265724689,2.4230324139229484,2.3867818820924067,2.457494773769553,2.428556795135906,2.3786373949142674,2.433923361374414,2.477253491426379,2.4813789936727355,2.4506062364132264,2.5122115602684394,2.427241944528208,2.3827853280035463,2.468234787318499,2.8785681379546064,2.5599354424619793,2.2522468819363963,2.39889240596962,2.522893768019063,2.456186620418674,2.427637571996451,2.4290509245369,2.4067642433281935,2.495002498069746,2.448732116214432,2.47091447990198,2.4166138063639395,2.528430826409882,2.555604969630728,3.2677767086314744,2.497331097470708
6,2.35,3.77357079625333,2.4213490535229347,1.856170246759344,2.359100982967325,2.4374680656752434,2.4740979222092303,2.398499000346761,2.357964693398725,2.430792788616643,2.398352703261356,2.3503964034517657,2.4071541861728063,2.4495724131375747,2.4535722859603957,2.4241484269154476,2.4842446094974653,2.4023219102396443,2.354580043546697,2.440810778193685,2.838646685627316,2.530427065407055,2.2222773222579675,2.376273349066677,2.494531127214512,2.429545451095052,2.399932647251552,2.4006739354551683,2.3834571872003543,2.4683506776408506,2.422363297795158,2.443634626307224,2.3904659925418583,2.5001239918743714,2.5262873404913817,3.221220185333849,2.469668182402859
7,2.47,4.120400811809016,2.544242429338098,2.036303499711652,2.537009173076945,2.590190175499769,2.6454779833019835,2.5456994818038874,2.530867825560816,2.5910046995341016,2.5795772545086546,2.519842352226776,2.5677692373824534,2.6156588828704006,2.620412532234435,2.5828952839021184,2.6520463141233086,2.5518421159710254,2.5238117502877926,2.6053548329425693,3.07817539959106,2.707477327736602,2.402094680328539,2.5119876904843323,2.6647069720418153,2.5893924670367836,2.5661621957209437,2.570935869945558,2.5232995239673883,2.628261600214225,2.5805762083108026,2.6073137478757586,2.547352875474343,2.6699649990874375,2.7021931153274608,3.5005593251196054,2.6356456728099533
8,2.4933333333333336,4.187839981500399,2.56813836352438,2.0713294100079342,2.5716024322649265,2.619886141298983,2.678801884070019,2.5743217976427726,2.564487879036778,2.62215701554583,2.6148153616956296,2.5527901755996947,2.5989999417843292,2.647953474207339,2.652853691232165,2.6137627283161935,2.6846744233561113,2.5809154893076833,2.55671791548745,2.6373495102548525,3.124750427306233,2.7419037676340143,2.4370591666200387,2.538376590204432,2.6977967196471244,2.6204738312476765,2.598484607923326,2.604042357207578,2.5504910894498676,2.6593553907146044,2.611339829799956,2.639140243736307,2.577858658266771,2.702989639378867,2.736397015990032,3.5548752689668355,2.667919073722444
9,2.5166666666666666,4.255279151191782,2.5920342977106614,2.106355320304216,2.606195691452908,2.6495821070981957,2.7121257848380544,2.602944113481658,2.59810793251274,2.6533093315575575,2.6500534688826036,2.585737998972613,2.630230646186205,2.6802480655442773,2.6852948502298943,2.6446301727302677,2.7173025325889144,2.6099888626443404,2.5896240806871074,2.669344187567135,3.1713254550214054,2.7763302075314256,2.472023652911538,2.5647654899245316,2.730886467252433,2.6515551954585685,2.6308070201257068,2.637148844469598,2.577682654932346,2.6904491812149827,2.6421034512891084,2.670966739596855,2.608364441059198,2.736014279670296,2.770600916652602,3.6091912128140655,2.7001924746349344
