SelectedNodes
16156
18560
43193
41842
32646
17054
40037
10642
11327
20117
37440
16202
31587
19143
16303
43085
43676
43191
43640
43198
43283
43282
43362
5940
43762
43321
43415
43355
19324
16768
19360
43499
43337
16528
37411
18700
11197
10664
43391
19339
43242
16421
37406
43225
36215
10643
18762
16141
17165
43408
18825
16750
19250
10596
37459
10666
18811
43615
43206
11268
19333
43365
43244
44079
43669
43443
36134
13400
43664
33561
18556
43545
35680
36193
19153
16983
37503
18639
18538
16545
16961
43839
13402
36329
18829
11263
32787
43407
43458
16358
10306
43659
18853
43868
17233
18774
44011
16585
17060
44048
10587
43527
19116
18643
19344
16754
43428
43386
17052
16112
18714
19225
11219
18939
41210
43388
13318
43435
36160
19027
43385
43363
11136
13413
19112
11278
19060
29275
63070
57626
21098
23115
20577
20708
23041
21055
21081
26601
26700
26697
27157
27156
27133
27120
4995
498
3664
1460
2744
4595
2051
26282
44625
41372
33391
59489
44710
42064
53545
42341
60577
40418
51083
30594
56486
69893
69170
61391
47703
60410
60291
60262
60001
40594
40682
60428
60472
40263
42054
60267
5755
5929
13068
2049
6408
6346
22696
24487
22558
29180
25864
24260
60776
30190
24120
24032
24035
24131
58955
53706
64978
60095
49305
57780
69844
66613
61938
69561
62834
68397
61274
62268
60139
27411
29355
31980
24449
32828
32050
31322
32119
32054
15995
36892
11548
40722
13847
35395
18400
17453
44168
13740
34079
15955
19583
36832
16022
36880
46330
44531
14048
17412
35471
13840
44298
40980
37149
44456
35438
16031
16293
11775
19493
35410
35465
19445
19419
44568
35527
37081
13773
36962
14033
34003
17461
13674
18496
11616
35430
13902
38341
13975
36918
44519
19613
42905
44381
19555
40761
34024
19605
38373
13783
37022
18293
19387
17429
38216
36900
7304
19501
14055
44424
18477
11883
36982
44148
18342
14090
38184
34059
38357
21326
13886
44437
36874
38259
36948
34072
18446
16039
15947
11695
11570
15848
11609
13856
44199
44204
38203
37113
18423
38171
14018
17516
15907
35509
11757
44396
16288
11819
38390
35444
16092
21655
23512
21297
28469
28279
28530
28200
5545
61173
42648
61581
61209
48728
61079
43039
51893
59819
42822
43047
9558
9868
7259
23417
25540
24556
25554
29687
58487
65466
28447
29765
32515
10773
38031
37878
41581
37933
35746
36530
11056
14879
41587
12454
11002
37339
37756
37615
37433
36440
35908
43076
12808
15122
45388
36428
14704
41153
15175
15045
6912
15104
11403
10459
11024
11083
11330
11573
11802
11808
11826
11839
11868
11888
11917
12286
12633
12911
13096
13159
13659
13679
13708
13715
13754
13764
13793
13815
13823
13828
13860
13871
13877
13891
13920
13934
13944
13951
13985
14070
14080
14114
14208
14650
14724
15294
15574
15593
15734
15740
15762
15812
15817
15825
15835
15854
15869
15876
15896
15959
15965
15982
15999
16007
16014
16044
16060
16067
16081
16094
16103
35779
35802
35828
36036
36647
36842
36850
36993
37029
37063
37069
37086
37121
22841
19986
26818
26989
59704
59710
59757
59767
59776
59800
59828
59860
59905
59917
59931
10283
7513
24343
24596
24664
59718
59807
24723
