Time,Coal_100_200,Coal_200_300,Coal_300_400,Coal_400_600,Coal_50_100,Coal_600_800,Coal_800_1000,Coal_All_n_0_100,Coal_All_n_100_200,Coal_All_n_ovr_200,Gas_50_100,Gas_All_n_0_100,Gas_All_n_100_200,Gas_All_n_ovr_200,Gas_below_50,Nuclear_800_1000,Nuclear_ovr_1000,Coal_below_50,Coal_ovr_1000,Gas_100_200,Gas_200_300,Gas_300_400,Gas_400_600,Gas_600_800,Gas_800_1000,Gas_ovr_1000,Nuclear_below_50,Nuclear_50_100,Nuclear_100_200,Nuclear_200_300,Nuclear_300_400,Nuclear_400_600,Nuclear_600_800,Nuclear_All_n_0_100,Nuclear_All_n_100_200,Nuclear_All_n_ovr_200
39,4674.32591868669,4109.32048354,4431.21311751357,7903.6125378567,1529.31305155695,11137.252316593,7483.6884107136,14.585808716099999,331.02994865681995,651.96098038284,5954.29823226975,11.53125,2187.3894528953597,6596.79578876784,110.6147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4518.15591868669,3879.32048354,4347.00361239798,8011.60535334825,1582.71627736035,11805.152316593,7483.6884107136,15.354888438099998,331.02994865681995,651.96098038284,5883.34823226975,11.53125,2187.3894528953597,5985.03578876784,110.6147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4518.15591868669,3879.54487384,3675.5436123979803,7947.8068686519,1582.71627736035,12223.907409639,7483.6884107136,15.354888438099998,331.02994865681995,651.96098038284,5930.4069057304505,11.53125,2168.4597559587896,5630.21498876784,110.6147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4518.15591868669,3879.54487384,3675.5436123979803,7947.8068686519,1582.71627736035,11556.007409639,7483.6884107136,15.354888438099998,331.02994865681995,651.96098038284,5930.4069057304505,8.2,2168.4597559587896,5591.97998876784,110.6147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4518.15591868669,3879.54487384,3675.5436123979803,7947.8068686519,1529.31305155695,11556.007409639,7483.6884107136,14.648426900899999,331.02994865681995,651.96098038284,6072.30690573045,8.2,2168.4597559587896,5591.97998876784,113.31473684310001,453.8557682373,1633.6900100343498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4518.15591868669,4009.8342089400003,3675.5436123979803,7429.6972108704,1529.31305155695,11556.007409639,7972.466756811,14.648426900899999,331.02994865681995,651.96098038284,6285.1569057304505,8.2,2168.4597559587896,5591.97998876784,113.31473684310001,453.8557682373,1633.6900100343498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4518.15591868669,4009.8342089400003,3675.5436123979803,7240.53294905715,1529.31305155695,11556.007409639,7972.466756811,14.648426900899999,331.02994865681995,651.96098038284,6285.1569057304505,8.2,2168.4597559587896,5591.97998876784,110.6147368431,453.8557682373,1633.6900100343498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4518.15591868669,4009.8342089400003,3675.5436123979803,7453.3815204394505,1529.31305155695,11556.007409639,7972.466756811,14.648426900899999,174.85994865682,651.96098038284,6285.1569057304505,8.2,2168.4597559587896,5182.10078876784,110.6147368431,453.8557682373,595.3042925185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4516.75277402727,3948.81380065,3675.5436123979803,7446.56257293465,1529.31305155695,10888.107409639,7972.466756811,14.648426900899999,174.85994865682,651.96098038284,6214.206905730451,8.2,2168.4597559587896,5182.10078876784,107.9147368431,453.8557682373,595.3042925185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,4624.77035741266,3901.96194873,3675.5436123979803,6960.71257293465,1529.31305155695,11556.007409639,8001.7068885303,14.648426900899999,174.85994865682,651.96098038284,6214.206905730451,8.2,2168.4597559587896,5479.4502709053595,107.9147368431,453.8557682373,595.3042925185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4780.94035741266,3901.96194873,3675.5436123979803,6960.71257293465,1600.2630515569501,11541.487844711999,8001.7068885303,14.648426900899999,174.85994865682,651.96098038284,6214.206905730451,8.2,2324.6297559587897,6095.5426475556,107.9147368431,453.8557682373,595.3042925185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4789.955200542329,3901.96194873,3675.5436123979803,7235.7220064844005,1600.2630515569501,12219.0675544407,8436.5072719116,14.648426900899999,174.85994865682,651.96098038284,6282.7518209907,8.2,2565.80367993628,5798.19316541808,107.9147368431,453.8557682373,595.3042925185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4789.955200542329,3901.96194873,3675.5436123979803,7119.3396872073,1600.2630515569501,10883.2675544407,8407.2671401923,14.648426900899999,174.85994865682,651.96098038284,6282.7518209907,8.2,2565.80367993628,6758.5934055259195,107.9147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4789.955200542329,3901.96194873,3675.5436123979803,7119.3396872073,1600.2630515569501,11326.3484798418,8407.2671401923,14.648426900899999,174.85994865682,651.96098038284,6282.7518209907,8.2,2565.80367993628,6758.5934055259195,107.9147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4789.955200542329,3901.96194873,3834.57361255701,7119.3396872073,1609.9595515806,11326.3484798418,8454.405776529,10.5484269009,174.85994865682,651.96098038284,6282.7518209907,8.2,2565.80367993628,6452.71340552592,107.9147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,4789.955200542329,3901.96194873,3834.57361255701,7119.3396872073,1609.9595515806,11994.248479841799,8285.7650178792,10.5484269009,174.85994865682,651.96098038284,6282.7518209907,8.2,2565.80367993628,5995.10082644976,107.9147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4789.955200542329,4201.69429771,3789.80961266892,7008.1900414209,1529.31305155695,11994.248479841799,9613.8861942975,11.444119206699998,174.85994865682,651.96098038284,6424.6518209907,12.299999999999999,2565.80367993628,6148.04082644976,110.6147368431,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4791.358345201749,4200.08776496,3789.80961266892,7008.1900414209,1529.31305155695,11565.9345268931,9613.8861942975,11.444119206699998,174.85994865682,651.96098038284,6566.5518209907,12.299999999999999,2565.80367993628,6185.06840552592,116.01473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4791.358345201749,4277.15949605,3789.80961266892,7369.6712566833,1529.31305155695,12233.834526893099,9573.6300128793,11.444119206699998,174.85994865682,651.96098038284,6566.5518209907,12.299999999999999,2565.80367993628,6032.12840552592,116.01473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4791.358345201749,4285.01315448,3882.55270661754,7369.6712566833,1529.31305155695,12793.3998358054,10480.074092622,10.5484269009,174.85994865682,651.96098038284,6566.5518209907,12.299999999999999,2565.80367993628,5993.89340552592,116.01473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4635.18834520175,4048.2814470900003,3882.55270661754,7369.6712566833,1529.31305155695,13074.3734825286,11016.0478704327,10.5484269009,174.85994865682,651.96098038284,6566.5518209907,12.299999999999999,2565.80367993628,6015.72792653148,116.01473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4635.18834520175,4057.25705702,3882.55270661754,7369.6712566833,1529.31305155695,12406.4734825286,11486.1616498926,10.5484269009,174.85994865682,651.96098038284,6140.851820990701,12.299999999999999,2565.80367993628,6125.90768642364,116.01473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4635.18834520175,4161.04557362,3789.80961266892,7501.2477952467,1529.31305155695,12406.4734825286,11486.1616498926,10.5484269009,174.85994865682,651.96098038284,6069.9018209907,12.299999999999999,2565.80367993628,6125.90768642364,116.01473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4635.18834520175,4157.67972004,3789.80961266892,7872.95839812195,1529.31305155695,12406.4734825286,11452.2430970271,10.5484269009,174.85994865682,651.96098038284,5857.0518209907,12.299999999999999,2878.1436799362796,6431.78768642364,118.71473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4640.8009236832595,4123.09325384,3789.80961266892,7982.87921265435,1529.31305155695,12359.7399544852,11452.2430970271,10.5484269009,174.85994865682,651.96098038284,5857.0518209907,12.299999999999999,3089.39087705955,6125.90768642364,116.01473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4640.8009236832595,4123.09325384,3630.7796125098903,8139.6050190276,1529.31305155695,12359.7399544852,11017.4427136458,10.5484269009,174.85994865682,651.96098038284,5786.101820990701,12.299999999999999,3089.39087705955,6104.07316541808,113.31473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4640.8009236832595,4215.71384605,3333.67341789093,8139.6050190276,1529.31305155695,13564.8638674706,11017.4427136458,10.5484269009,174.85994865682,651.96098038284,5786.101820990701,16.4,3089.39087705955,6104.07316541808,113.31473684310001,453.8557682373,431.24001003434995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
