Time,Coal_100_200,Coal_200_300,Coal_300_400,Coal_400_600,Coal_50_100,Coal_600_800,Coal_800_1000,Coal_All_n_0_100,Coal_All_n_100_200,Coal_All_n_ovr_200,Gas_50_100,Gas_All_n_0_100,Gas_All_n_100_200,Gas_All_n_ovr_200,Gas_below_50,Nuclear_800_1000,Nuclear_ovr_1000,Coal_below_50,Coal_ovr_1000,Gas_100_200,Gas_200_300,Gas_300_400,Gas_400_600,Gas_600_800,Gas_800_1000,Gas_ovr_1000,Nuclear_below_50,Nuclear_50_100,Nuclear_100_200,Nuclear_200_300,Nuclear_300_400,Nuclear_400_600,Nuclear_600_800,Nuclear_All_n_0_100,Nuclear_All_n_100_200,Nuclear_All_n_ovr_200
11,3173.17456580502,2325.85748573,3159.1295828721004,7685.1270512082,1561.11906131775,11668.7929322268,8337.0779579496,17.2453454538,579.9561133288299,1202.3101092013198,6220.1337996171005,31.117948718999997,1731.0211578454198,9360.4492088142,126.92193750000001,476.91632315729987,2746.4350383483993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3173.17456580502,2344.01538037,3159.1295828721004,7685.1270512082,1561.11906131775,11668.7929322268,8337.0779579496,17.2453454538,579.9561133288299,1202.3101092013198,6362.0337996171,31.117948718999997,1731.0211578454198,9054.5692088142,126.92193750000001,476.91632315729987,2746.4350383483993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3173.17456580502,2354.89329937,3159.1295828721004,7640.451189133651,1561.11906131775,11668.7929322268,8179.510109265,17.2453454538,579.9561133288299,1202.3101092013198,6432.9837996171,31.117948718999997,1731.0211578454198,8748.6892088142,129.6219375,476.91632315729987,2746.4350383483993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3173.17456580502,2584.89329937,3140.4779160562202,7640.451189133651,1561.11906131775,12336.692932226799,8179.510109265,17.2453454538,579.9561133288299,1202.3101092013198,6432.9837996171,31.117948718999997,1731.0211578454198,8707.05109376868,132.32193750000002,476.91632315729987,2746.4350383483993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3032.9021106862097,2584.89329937,3290.1664512185102,7640.451189133651,1561.11906131775,12348.826449116099,8179.510109265,17.2453454538,579.9561133288299,1202.3101092013198,6432.9837996171,31.117948718999997,1574.85115784542,8707.05109376868,129.6219375,476.91632315729987,2746.4350383483993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3032.9021106862097,2584.89329937,3290.1664512185102,7640.451189133651,1561.11906131775,12348.826449116099,9230.0642223606,17.2453454538,579.9561133288299,1202.3101092013198,6362.0337996171,31.117948718999997,1574.85115784542,8401.17109376868,129.6219375,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3032.9021106862097,2584.89329937,3290.1664512185102,8215.27230908145,1561.11906131775,12336.692932226799,9230.0642223606,17.2453454538,579.9561133288299,1202.3101092013198,6362.0337996171,31.117948718999997,1479.8611577955098,8017.3216819379995,129.6219375,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3032.9021106862097,2354.89329937,3290.1664512185102,8215.27230908145,1561.11906131775,12401.8539080972,9124.3175787663,17.2453454538,579.9561133288299,1202.3101092013198,6432.9837996171,36.6403977006,1323.69115779551,7801.03318422612,129.6219375,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3032.9021106862097,2354.89329937,3290.1664512185102,8215.27230908145,1561.11906131775,12401.8539080972,9124.3175787663,13.1453454538,579.9561133288299,1202.3101092013198,6432.9837996171,36.6403977006,1599.00115780517,7747.6541253786,129.6219375,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3118.08574697886,2354.89329937,3290.1664512185102,8359.2662325534,1632.06906131775,12606.957057587799,9235.4300787663,12.299999999999999,579.9561133288299,1202.3101092013198,6362.0337996171,31.117948718999997,1693.9911578550798,7747.6541253786,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3118.08574697886,2354.89329937,3290.1664512185102,8359.2662325534,1632.06906131775,12559.3100180021,9235.4300787663,12.299999999999999,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1693.9911578550798,7441.7741253786,126.92193750000001,476.91632315729987,2881.5950201245496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3118.08574697886,2354.89329937,3318.57437442456,8359.2662325534,1632.06906131775,12559.3100180021,10519.6566576201,12.299999999999999,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1693.9911578550798,7747.6541253786,126.92193750000001,476.91632315729987,2953.5163046276994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3224.9389048242797,2354.89329937,3318.57437442456,8845.1162325534,1632.06906131775,12658.1802541805,10863.4764682029,12.299999999999999,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1418.6811578454199,7388.93149960464,126.92193750000001,476.91632315729987,2953.5163046276994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3224.9389048242797,2354.89329937,2982.84437442456,8359.2662325534,1632.06906131775,12637.1173597805,10885.6445461893,12.299999999999999,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1418.6811578454199,7388.93149960464,126.92193750000001,476.91632315729987,2953.5163046276994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3381.1089048242798,2354.89329937,2647.11437442456,8359.2662325534,1632.06906131775,13426.1681969562,10723.9904330937,16.4,579.9561133288299,1202.3101092013198,6291.0837996171,22.917948718999998,1431.8323158470098,7694.81149960464,126.92193750000001,476.91632315729987,2853.5857330127997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3381.1089048242798,2354.89329937,2647.11437442456,8701.122309081451,1632.06906131775,13426.1681969562,10462.8495155397,16.4,579.9561133288299,1202.3101092013198,6291.0837996171,22.917948718999998,1431.8323158470098,7694.81149960464,126.92193750000001,476.91632315729987,2853.5857330127997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3381.1089048242798,2354.89329937,2620.88546817456,8791.76685092955,1632.06906131775,13426.1681969562,10645.1686700562,16.4,579.9561133288299,1202.3101092013198,6291.0837996171,22.917948718999998,1431.8323158470098,7694.81149960464,126.92193750000001,476.91632315729987,2853.5857330127997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3381.1089048242798,2354.89329937,2620.88546817456,9047.57423752875,1632.06906131775,13426.1681969562,10572.9720876102,16.4,579.9561133288299,1202.3101092013198,6291.0837996171,22.917948718999998,1588.0023158470099,7388.93149960464,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3381.1089048242798,2354.89329937,2620.88546817456,9090.12695210805,1561.11906131775,13426.1681969562,10583.4543990819,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1588.0023158470099,7457.777146348079,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3381.1089048242798,2354.89329937,2620.88546817456,8834.319565508851,1561.11906131775,13426.1681969562,10223.1446045991,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,27.017948718999996,1588.0023158470099,7763.65714634808,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3381.1089048242798,2354.89329937,2620.88546817456,8906.47550635305,1561.11906131775,12865.8121899536,9334.2446045991,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,27.017948718999996,1588.0023158470099,7694.81149960464,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3381.1089048242798,2354.89329937,2620.88546817456,8906.47550635305,1561.11906131775,12865.8121899536,9903.799049274,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,27.017948718999996,1588.0023158470099,7252.621681938,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3381.1089048242798,2354.89329937,2620.88546817456,9320.16956550885,1561.11906131775,12865.8121899536,9632.1724610952,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,27.017948718999996,1588.0023158470099,7558.501681938,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3381.1089048242798,2354.89329937,2620.88546817456,9319.20748631055,1561.11906131775,12865.8121899536,9632.1724610952,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1900.3423158470098,7558.501681938,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3274.25574697886,2354.89329937,2620.88546817456,9319.20748631055,1561.11906131775,12865.8121899536,9809.3004565008,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1900.3423158470098,7558.501681938,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3274.25574697886,2354.89329937,2620.88546817456,9319.20748631055,1561.11906131775,13533.7121899536,9809.3004565008,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1900.3423158470098,8017.3216819379995,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3274.25574697886,2354.89329937,2620.88546817456,9319.20748631055,1561.11906131775,13533.7121899536,9809.3004565008,17.2746666653,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1900.3423158470098,8323.201681938,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3274.25574697886,2354.89329937,2620.88546817456,9319.20748631055,1561.11906131775,13533.7121899536,9809.3004565008,17.2746666653,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1900.3423158470098,8629.081681938,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3274.25574697886,2354.89329937,2620.88546817456,9319.20748631055,1561.11906131775,13533.7121899536,9239.7460118259,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1900.3423158470098,8323.201681938,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3274.25574697886,2354.89329937,2620.88546817456,9175.2135628386,1561.11906131775,13533.7121899536,8184.200327892,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1744.17231584701,8017.3216819379995,126.92193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3274.25574697886,2354.89329937,2620.88546817456,9122.87375030715,1561.11906131775,13533.7121899536,8184.200327892,16.4,579.9561133288299,1202.3101092013198,6362.0337996171,22.917948718999998,1744.17231584701,7268.00537849508,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3274.25574697886,2354.89329937,2620.88546817456,9122.87375030715,1561.11906131775,13533.7121899536,8163.2357049486,16.4,579.9561133288299,1202.3101092013198,6432.9837996171,22.917948718999998,1744.17231584701,7268.00537849508,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3274.25574697886,2354.89329937,2651.4063772959903,9122.87375030715,1561.11906131775,13508.9751529413,8173.7180164203,16.4,579.9561133288299,1175.71184825196,6362.0337996171,22.917948718999998,1431.8323158470098,6962.1253784950795,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3274.25574697886,2354.89329937,2651.4063772959903,9122.87375030715,1561.11906131775,13719.5742518298,7916.7374477589,16.4,579.9561133288299,1175.71184825196,6362.0337996171,22.917948718999998,963.3223158470099,6656.245378495079,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3274.25574697886,2354.89329937,2651.4063772959903,9266.867673779101,1561.11906131775,13870.0021802752,7916.7374477589,16.4,579.9561133288299,1175.71184825196,6362.0337996171,22.917948718999998,963.3223158470099,6656.245378495079,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3369.6410164221697,2354.89329937,2622.99845408994,9266.867673779101,1561.11906131775,13920.515625586,7916.7374477589,16.4,579.9561133288299,1175.71184825196,6362.0337996171,22.917948718999998,963.3223158470099,6962.1253784950795,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3476.4941742675896,2124.89329937,2622.99845408994,9266.867673779101,1561.11906131775,13920.515625586,7916.7374477589,16.4,579.9561133288299,1198.11038383656,6326.5587996171,22.917948718999998,963.3223158470099,7268.00537849508,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3381.1089048242798,2124.89329937,2622.99845408994,8781.0176737791,1561.11906131775,13818.166322351999,7916.7374477589,16.818945453799998,579.9561133288299,1198.11038383656,6326.5587996171,22.917948718999998,963.3223158470099,7268.00537849508,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3381.1089048242798,2124.89329937,3232.3233495672303,8781.0176737791,1561.11906131775,14071.8855221211,8228.5046079108,16.818945453799998,579.9561133288299,1198.11038383656,6326.5587996171,22.917948718999998,963.3223158470099,7268.00537849508,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3381.1089048242798,2124.89329937,3232.3233495672303,8990.8165375038,1561.11906131775,13557.3437061958,8301.4009359924,16.818945453799998,579.9561133288299,1198.11038383656,6326.5587996171,22.917948718999998,1117.84842107729,7268.00537849508,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3381.1089048242798,2194.62564835,3232.3233495672303,8990.8165375038,1601.7855247531502,12889.4437061958,8301.4009359924,20.9189454538,579.9561133288299,1198.11038383656,6326.5587996171,25.6512820496,1117.84842107729,6962.1253784950795,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,3381.1089048242798,2194.62564835,3232.3233495672303,9067.84430861445,1601.7855247531502,13927.5681967498,7916.7374477589,20.9189454538,579.9561133288299,1198.11038383656,6326.5587996171,25.6512820496,1117.84842107729,6962.1253784950795,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3381.1089048242798,2194.62564835,3232.3233495672303,8858.04544488975,1601.7855247531502,14200.5867844564,7027.8374477589,16.818945453799998,579.9561133288299,1198.11038383656,6326.5587996171,25.6512820496,1117.84842107729,7268.00537849508,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3381.1089048242798,2194.62564835,3232.3233495672303,8602.23805829055,1601.7855247531502,14120.2379121956,7027.8374477589,16.818945453799998,579.9561133288299,1198.11038383656,6255.6087996171,22.917948718999998,1401.9406174552798,7097.34672004056,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3521.3813599430896,2194.62564835,3232.3233495672303,8602.23805829055,1601.7855247531502,12820.382209687099,7027.8374477589,16.4,579.9561133288299,1198.11038383656,6255.6087996171,22.917948718999998,1401.9406174552798,7403.2267200405595,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3521.3813599430896,2194.62564835,3232.3233495672303,8602.23805829055,1601.7855247531502,12820.382209687099,7027.8374477589,16.4,579.9561133288299,1198.11038383656,6255.6087996171,22.917948718999998,1401.9406174552798,7403.2267200405595,124.22193750000001,476.91632315729987,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3414.5282020976697,2194.62564835,3232.3233495672303,8801.69226891915,1601.7855247531502,12820.382209687099,7027.8374477589,16.4,579.9561133288299,1198.11038383656,6255.6087996171,22.917948718999998,1401.9406174552798,6811.56028832052,124.22193750000001,107.91131243009994,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3414.5282020976697,2338.97267177,3232.3233495672303,9002.3231173938,1601.7855247531502,12820.382209687099,7027.8374477589,16.4,579.9561133288299,1198.11038383656,6326.5587996171,27.017948718999996,1430.1884210772898,6905.75683633788,124.22193750000001,107.91131243009994,2804.6464280482496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3414.5282020976697,2108.97267177,3232.3233495672303,8802.868906765201,1601.7855247531502,13129.8968437357,7027.8374477589,16.4,579.9561133288299,1198.11038383656,6326.5587996171,35.217948719,1430.1884210772898,6293.99683633788,124.22193750000001,107.91131243009994,2811.1713510228997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3414.5282020976697,1964.6256483500001,3232.3233495672303,8695.58730765465,1601.7855247531502,13079.8043437357,7027.8374477589,16.4,579.9561133288299,1149.66952328496,6326.5587996171,35.217948719,1586.35842107729,6293.99683633788,124.22193750000001,107.91131243009994,2811.1713510228997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3414.5282020976697,1964.6256483500001,3232.3233495672303,8695.58730765465,1601.7855247531502,13079.8043437357,7027.8374477589,17.8213333347,579.9561133288299,1149.66952328496,6356.57610730395,35.217948719,1586.35842107729,6293.99683633788,124.22193750000001,107.91131243009994,2811.1713510228997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3414.5282020976697,1964.6256483500001,3260.30084979105,8652.5744304507,1601.7855247531502,13079.8043437357,7027.8374477589,17.8213333347,579.9561133288299,1149.66952328496,6285.62610730395,35.217948719,1274.01842107729,6247.32060209448,124.22193750000001,107.91131243009994,2811.1713510228997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,3414.5282020976697,1964.6256483500001,3260.30084979105,8652.5744304507,1601.7855247531502,13079.8043437357,7027.8374477589,16.4,579.9561133288299,1149.66952328496,6001.82610730395,35.217948719,1274.01842107729,6247.9133926404,124.22193750000001,107.91131243009994,2811.1713510228997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3414.5282020976697,1964.6256483500001,3260.30084979105,8652.5744304507,1601.7855247531502,13079.8043437357,6138.9374477589,16.4,579.9561133288299,1149.66952328496,6001.82610730395,35.217948719,1430.1884210772898,6607.64028821856,124.22193750000001,107.91131243009994,2811.1713510228997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3414.5282020976697,1964.6256483500001,3260.30084979105,8652.5744304507,1601.7855247531502,12928.0385307744,6138.9374477589,16.4,579.9561133288299,1127.27098770036,6001.82610730395,35.217948719,1430.1884210772898,7219.40028821856,124.22193750000001,107.91131243009994,2841.9316994406495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3365.2692065604497,1964.6256483500001,3260.30084979105,8652.5744304507,1634.3880551146501,12928.0385307744,6117.9728257044,16.4,579.9561133288299,1127.27098770036,5930.87610730395,35.217948719,1430.1884210772898,7525.28028821856,126.92193750000001,107.91131243009994,2841.9316994406495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3365.2692065604497,2194.62564835,3260.30084979105,8673.786176978101,1634.3880551146501,12928.0385307744,6117.9728257044,16.4,579.9561133288299,1127.27098770036,5971.8087996171,35.217948719,1274.01842107729,7423.3202883205195,126.92193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3365.2692065604497,2424.62564835,3260.30084979105,8673.786176978101,1674.821926074,12928.0385307744,6535.0493030952,16.4,579.9561133288299,1127.27098770036,6255.6087996171,35.217948719,1430.1884210772898,7557.72210638184,126.92193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,3365.2692065604497,2424.62564835,3260.30084979105,8508.580506978751,1674.821926074,12928.0385307744,8312.8493030952,16.4,579.9561133288299,1127.27098770036,6255.6087996171,35.217948719,1430.1884210772898,6945.9621063818395,124.22193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3365.2692065604497,2424.62564835,3260.30084979105,8508.580506978751,1674.821926074,12928.0385307744,8312.8493030952,16.4,579.9561133288299,1162.96865345376,6255.6087996171,35.217948719,1742.5284210772897,6640.08210638184,124.22193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3365.2692065604497,2424.62564835,3103.96090942239,8508.580506978751,1674.821926074,12260.1385307744,8368.4055530952,16.4,579.9561133288299,1162.96865345376,6291.0837996171,35.217948719,1742.5284210772897,6640.08210638184,124.22193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,3365.2692065604497,2424.62564835,3103.96090942239,8508.580506978751,1674.821926074,12928.0385307744,8368.4055530952,16.4,579.9561133288299,1162.96865345376,6291.0837996171,35.217948719,1742.5284210772897,6640.08210638184,124.22193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,3365.2692065604497,2424.62564835,3439.69090942239,8508.580506978751,1674.821926074,13680.9467542511,8368.4055530952,16.4,579.9561133288299,1608.06581861484,6432.9837996171,35.217948719,1742.5284210772897,6792.82113404544,124.22193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3365.2692065604497,2424.62564835,3103.96090942239,8508.580506978751,1674.821926074,14576.1709033467,8368.4055530952,16.4,579.9561133288299,1608.06581861484,6503.9337996171,35.217948719,1580.60478953944,6792.82113404544,124.22193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3365.2692065604497,2424.62564835,3094.63507601445,8508.580506978751,1674.821926074,14454.918128601399,7951.3290757044,16.4,579.9561133288299,1572.36815286144,6529.690299630301,35.217948719,1580.60478953944,6792.82113404544,124.22193750000001,107.91131243009994,2783.7203097407996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
