Time,Coal_100_200,Coal_200_300,Coal_300_400,Coal_400_600,Coal_50_100,Coal_600_800,Coal_800_1000,Coal_All_n_0_100,Coal_All_n_100_200,Coal_All_n_ovr_200,Gas_50_100,Gas_All_n_0_100,Gas_All_n_100_200,Gas_All_n_ovr_200,Gas_below_50,Nuclear_800_1000,Nuclear_ovr_1000,Coal_below_50,Coal_ovr_1000,Gas_100_200,Gas_200_300,Gas_300_400,Gas_400_600,Gas_600_800,Gas_800_1000,Gas_ovr_1000,Nuclear_below_50,Nuclear_50_100,Nuclear_100_200,Nuclear_200_300,Nuclear_300_400,Nuclear_400_600,Nuclear_600_800,Nuclear_All_n_0_100,Nuclear_All_n_100_200,Nuclear_All_n_ovr_200
32,5065.3762780261895,3597.32530101,2561.26455799632,7967.40600469425,1594.941563094,6032.3786735209,5369.2602686922,15.607285331899998,156.17,505.95713086271996,5566.7511961017,43.05,2200.73284008144,4204.05815312472,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,5065.3762780261895,3668.25545158,2561.26455799632,8944.03378690425,1594.941563094,6032.3786735209,5369.2602686922,15.607285331899998,156.17,505.95713086271996,5708.6511961017,43.05,2200.73284008144,4204.05815312472,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5065.3762780261895,3669.41123056,2561.26455799632,9391.41150201225,1614.0868012005,6032.3786735209,5369.2602686922,15.607285331899998,156.17,505.95713086271996,5708.6511961017,43.05,2200.73284008144,4204.05815312472,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5065.3762780261895,3669.41123056,2561.26455799632,9391.41150201225,1610.69287268835,5961.051542661799,5369.2602686922,15.607285331899998,156.17,505.95713086271996,5779.6011961017,43.05,2200.73284008144,4204.05815312472,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,5065.3762780261895,3526.54520566,2561.26455799632,9360.7723128537,1564.9413845818501,6064.7627227155,5369.2602686922,15.607285331899998,156.17,505.95713086271996,5779.6011961017,43.05,2200.73284008144,4204.05815312472,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4909.2062780261895,3295.38942668,2561.26455799632,8874.9223128537,1564.9413845818501,6064.7627227155,5369.2602686922,15.607285331899998,156.17,505.95713086271996,5637.701196101701,43.05,2200.73284008144,4509.93815312472,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,4909.2062780261895,3524.2336477,2561.26455799632,8874.9223128537,1564.9413845818501,6064.7627227155,5369.2602686922,15.607285331899998,156.17,505.95713086271996,5637.701196101701,43.05,1888.3928400814398,4613.8219268596795,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,4909.2062780261895,3524.2336477,2561.26455799632,8375.6032040775,1575.0770988777,6064.7627227155,4480.3602686921995,15.607285331899998,156.17,505.95713086271996,5637.701196101701,43.05,1888.3928400814398,4721.44637134944,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4909.2062780261895,3524.2336477,2561.26455799632,8385.2239960605,1590.3932893629,6064.7627227155,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5637.701196101701,43.05,1888.3928400814398,4419.00875068116,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4909.2062780261895,3524.2336477,2225.53455799632,8385.2239960605,1590.3932893629,5995.3011227155,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5637.701196101701,43.05,1888.3928400814398,4419.00875068116,106.91528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4909.2062780261895,3524.2336477,2225.53455799632,8336.4549619107,1575.0770988777,5911.0614831601,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1888.3928400814398,4419.00875068116,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4909.2062780261895,3524.2336477,2225.53455799632,8030.587938452851,1550.06031313485,5955.429125731,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1732.22284008144,4210.311473916,104.21528966640001,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4909.2062780261895,3524.2336477,2225.53455799632,8030.587938452851,1550.06031313485,6124.274245731,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1732.22284008144,4210.311473916,98.8152896664,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4909.2062780261895,3508.4110345999998,2225.53455799632,8030.587938452851,1596.8074560009002,6079.9066031601,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1732.22284008144,4210.311473916,98.8152896664,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4909.2062780261895,3508.4110345999998,2225.53455799632,8030.587938452851,1667.7574560009,5906.7072513728,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1732.22284008144,4210.311473916,98.8152896664,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4909.2062780261895,3508.4110345999998,2225.53455799632,8030.587938452851,1667.7574560009,5906.7072513728,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1732.22284008144,4106.42770018104,98.8152896664,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,4909.2062780261895,3508.4110345999998,2225.53455799632,8030.587938452851,1650.8645988648,6405.7621313728,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1732.22284008144,4106.42770018104,98.8152896664,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4909.2062780261895,3508.4110345999998,2225.53455799632,8030.587938452851,1650.8645988648,6405.7621313728,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1994.1329441960497,4733.5756533642,98.8152896664,1028.4626262888,171.9391419635499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,5065.3762780261895,3508.4110345999998,2225.53455799632,8007.6621670548,1645.1712940179,6405.7621313728,4635.49847634,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1994.1329441960497,5522.86407777396,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,5065.3762780261895,3508.4110345999998,2196.90641873991,8007.6621670548,1716.1212940179,6405.7621313728,4635.49847634,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,1837.9629441960499,5522.86407777396,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,5065.3762780261895,3508.4110345999998,2196.90641873991,8007.6621670548,1730.53653210075,6405.7621313728,4635.49847634,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,2150.30294419605,5691.3930032935195,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,5065.3762780261895,3508.4110345999998,2196.90641873991,8007.6621670548,1730.53653210075,6476.0180922267,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,2618.81294419605,5606.8735297542,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,5065.3762780261895,3508.4110345999998,2196.90641873991,8574.48716721675,1716.1212940179,6492.2818906938,4480.3602686921995,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,2618.81294419605,5915.56714338144,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,5065.3762780261895,3508.4110345999998,2196.90641873991,8643.81443008725,1716.1212940179,6547.2854199877,5369.2602686922,17.2472853319,156.17,505.95713086271996,5566.7511961017,43.05,2618.81294419605,5915.56714338144,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,5091.78074342084,3508.4110345999998,2196.90641873991,8643.81443008725,1716.1212940179,6660.6047215765,5369.2602686922,17.2472853319,156.17,505.95713086271996,5637.701196101701,47.15,2618.81294419605,5779.003719995039,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,5247.95074342084,3738.4110345999998,2196.90641873991,8562.839429925301,1716.1212940179,6749.633393815499,6422.7713796387,17.2472853319,156.17,505.95713086271996,5637.701196101701,47.15,2931.1529441960497,5768.34834278364,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,5247.95074342084,3720.71872689,2532.6364187399104,9199.5320111154,1663.1903416392001,6749.633393815499,6422.7713796387,17.2472853319,156.17,505.95713086271996,5779.6011961017,46.31263237539999,2931.1529441960497,5768.34834278364,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,5247.95074342084,3720.71872689,2532.6364187399104,9199.5320111154,1663.1903416392001,6749.633393815499,6422.7713796387,17.2472853319,156.17,505.95713086271996,5779.6011961017,46.31263237539999,2931.1529441960497,5768.34834278364,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5221.54627802619,3495.14180399,2532.6364187399104,8647.2409858398,1645.1712940179,6749.633393815499,6422.7713796387,17.2472853319,156.17,505.95713086271996,5637.701196101701,42.2126323754,2931.1529441960497,5462.46834278364,98.8152896664,1028.4626262888,125.09044061799989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,5221.54627802619,3495.14180399,2532.6364187399104,8647.2409858398,1645.1712940179,6806.9201312446,6258.1602686922,17.2472853319,156.17,511.78341656244,5599.1075147799,38.949999999999996,2931.1529441960497,5156.58834278364,96.1152896664,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5221.54627802619,3495.14180399,2532.6364187399104,8647.2409858398,1645.1712940179,6806.9201312446,5369.2602686922,17.2472853319,156.17,511.78341656244,5528.1575147799,38.949999999999996,2774.9829441960496,5281.49753904216,96.1152896664,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,5221.54627802619,3495.14180399,2532.6364187399104,8647.2409858398,1645.1712940179,6776.3493938155,5474.1483495546,17.2472853319,156.17,511.78341656244,5599.1075147799,43.05,2774.9829441960496,5281.49753904216,96.1152896664,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,5221.54627802619,3495.14180399,2532.6364187399104,8656.767456361351,1659.02343685815,7444.2493938155,5474.1483495546,13.1472853319,156.17,511.78341656244,5528.1575147799,43.05,3025.5056527376096,5438.16778295952,96.1152896664,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,5221.54627802619,3499.56488086,2532.6364187399104,8636.0046357198,1648.8877225623,7444.2493938155,5474.1483495546,13.1472853319,156.17,511.78341656244,5528.1575147799,43.05,3025.5056527376096,5438.16778295952,96.1152896664,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,5221.54627802619,3499.56488086,2532.6364187399104,8526.8832455793,1635.03557972205,7444.2493938155,5474.1483495546,13.1472853319,156.17,511.78341656244,5457.2075147799005,43.05,3025.5056527376096,4813.70451773652,96.1152896664,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,5221.54627802619,3499.56488086,2532.6364187399104,8055.906204812551,1596.01307972205,7575.9479856376,5474.1483495546,13.1472853319,0.0,511.78341656244,5386.2575147799,43.05,2400.8256527376097,4655.83096942836,96.1152896664,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,5189.38269468542,3499.56488086,2532.6364187399104,8055.906204812551,1596.01307972205,7575.9479856376,5474.1483495546,13.1472853319,0.0,511.78341656244,5386.2575147799,43.05,2400.8256527376097,4655.83096942836,93.41528966640001,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5189.38269468542,3610.6380515299998,2532.6364187399104,8055.906204812551,1615.15831782855,7575.9479856376,5474.1483495546,13.1472853319,0.0,511.78341656244,5244.3575147799,43.05,2400.8256527376097,4655.83096942836,96.1152896664,1028.4626262888,289.4718488479998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,5189.38269468542,3610.6380515299998,2532.6364187399104,8541.756204812551,1630.02403214805,7462.6286840488,5474.1483495546,13.1472853319,0.0,511.78341656244,5141.0511961017,43.05,2088.4856527376096,4655.83096942836,96.1152896664,1430.4299814846,706.7740024055997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,5189.38269468542,3499.56488086,2196.90641873991,8541.756204812551,1630.02403214805,7462.6286840488,5474.1483495546,13.1472853319,0.0,511.78341656244,5141.0511961017,43.05,2088.4856527376096,4655.83096942836,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,5189.38269468542,3430.36839853,2196.90641873991,8932.8698007408,1596.01307972205,7462.6286840488,5474.1483495546,13.1472853319,0.0,511.78341656244,5141.0511961017,43.05,2088.4856527376096,4961.71096942836,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,5189.38269468542,3430.36839853,2196.90641873991,8932.8698007408,1596.01307972205,7462.6286840488,6363.0483495546,13.1472853319,0.0,511.78341656244,5353.9011961017,43.05,2713.16565273761,6588.71589393312,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,5189.38269468542,3430.36839853,2196.90641873991,8877.10330759335,1596.01307972205,7572.837796412499,6764.4671538936,13.1472853319,0.0,511.78341656244,5353.9011961017,43.05,2713.16565273761,6588.71589393312,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,5189.38269468542,3430.36839853,2196.90641873991,8391.25330759335,1596.01307972205,8240.7377964125,6764.4671538936,13.1472853319,0.0,511.78341656244,5353.9011961017,43.05,2713.16565273761,6605.66642286108,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,5189.38269468542,3430.36839853,2196.90641873991,8391.25330759335,1610.4283178049,8130.5286840488,6363.0483495546,13.1472853319,0.0,511.78341656244,5353.9011961017,47.15,2869.33565273761,6085.92242821668,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,5189.38269468542,3430.36839853,2196.90641873991,8391.25330759335,1610.4283178049,8130.5286840488,6363.0483495546,13.1472853319,0.0,511.78341656244,5353.9011961017,47.15,2869.33565273761,6085.92242821668,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,5189.38269468542,3430.36839853,2196.90641873991,8391.25330759335,1596.01307972205,7462.6286840488,6363.0483495546,13.1472853319,0.0,511.78341656244,5353.9011961017,47.15,2869.33565273761,6068.97189928872,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,5189.38269468542,3200.36839853,2225.53455799632,8381.726837071801,1596.01307972205,7462.6286840488,6363.0483495546,13.1472853319,0.0,511.78341656244,5353.9011961017,47.15,2713.16565273761,5976.95589393312,96.1152896664,1430.4299814846,819.4235261714498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
